source_file,round,year,category_name,category_code,product_name,product_seen_in_category_tab,default_source_sheet,segment_total_market_size,segment_total_units_sold,segment_pct_total_industry,next_year_growth_rate,units_sold,potential_sold,units_sold_share_of_segment,target_potential_share_of_segment,stock_out,price,age,performance,size,reliability,sales_budget,promo_budget,customer_accessibility,customer_awareness,customer_satisfaction,age_pct_of_target,price_pct_of_target_mid,performance_pct_of_target,size_pct_of_target,reliability_pct_of_target_mid
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Echo,0,High End,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,38.0,1.7,8.0,12.0,23000.0,800.0,800.0,0.48,0.486,21.0,-0.15000000000000002,0.52,0.6000000000000001,-0.19999999999999996,0.39393939393939403
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Edge,0,High End,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,33.0,2.5,9.4,15.5,25000.0,700.0,700.0,0.48,0.455,2.0,0.25,0.32000000000000006,0.8800000000000001,0.03333333333333344,0.5151515151515151
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Egg,0,Size,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,33.0,2.6,4.0,11.0,19000.0,700.0,700.0,0.42,0.455,27.0,0.30000000000000004,0.32000000000000006,-0.19999999999999996,-0.2666666666666667,0.1515151515151516
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Fast,1,Traditional,9850.0,9850.0,0.314,0.092,961.0,961.0,0.09756345177664974,0.09756345177664974,No,28.0,3.1,5.5,14.5,17500.0,1000.0,1000.0,0.54,0.55,18.0,0.55,0.1200000000000001,0.10000000000000009,-0.033333333333333326,0.06060606060606055
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Feat,0,Low End,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,21.0,4.6,3.0,17.0,14000.0,900.0,900.0,0.4,0.517,12.0,1.2999999999999998,-0.16000000000000003,-0.4,0.1333333333333333,-0.1515151515151515
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Fist,0,High End,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,38.0,1.7,8.0,12.0,23000.0,800.0,800.0,0.48,0.486,21.0,-0.15000000000000002,0.52,0.6000000000000001,-0.19999999999999996,0.39393939393939403
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Foam,0,Performance,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,33.0,2.5,9.4,15.5,25000.0,700.0,700.0,0.37,0.455,20.0,0.25,0.32000000000000006,0.8800000000000001,0.03333333333333344,0.5151515151515151
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Fume,0,Size,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,33.0,2.6,4.0,11.0,19000.0,700.0,700.0,0.42,0.455,27.0,0.30000000000000004,0.32000000000000006,-0.19999999999999996,-0.2666666666666667,0.1515151515151516
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Gaffe,1,Traditional,9850.0,9850.0,0.314,0.092,961.0,961.0,0.09756345177664974,0.09756345177664974,No,28.0,3.1,5.5,14.5,17500.0,1000.0,1000.0,0.54,0.55,18.0,0.55,0.1200000000000001,0.10000000000000009,-0.033333333333333326,0.06060606060606055
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Gaggle,0,High End,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,38.0,1.7,8.0,12.0,23000.0,800.0,800.0,0.48,0.486,21.0,-0.15000000000000002,0.52,0.6000000000000001,-0.19999999999999996,0.39393939393939403
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Gerbil,0,Low End,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,21.0,4.6,3.0,17.0,14000.0,900.0,900.0,0.4,0.517,12.0,1.2999999999999998,-0.16000000000000003,-0.4,0.1333333333333333,-0.1515151515151515
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Goose,0,Performance,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,33.0,2.5,9.4,15.5,25000.0,700.0,700.0,0.37,0.455,20.0,0.25,0.32000000000000006,0.8800000000000001,0.03333333333333344,0.5151515151515151
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Graft,0,Size,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,33.0,2.6,4.0,11.0,19000.0,700.0,700.0,0.42,0.455,27.0,0.30000000000000004,0.32000000000000006,-0.19999999999999996,-0.2666666666666667,0.1515151515151516
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Hamper,0,Size,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,33.0,2.6,4.0,11.0,19000.0,700.0,700.0,0.42,0.455,27.0,0.30000000000000004,0.32000000000000006,-0.19999999999999996,-0.2666666666666667,0.1515151515151516
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Heft,1,Traditional,9850.0,9850.0,0.314,0.092,961.0,961.0,0.09756345177664974,0.09756345177664974,No,28.0,3.1,5.5,14.5,17500.0,1000.0,1000.0,0.54,0.55,18.0,0.55,0.1200000000000001,0.10000000000000009,-0.033333333333333326,0.06060606060606055
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Hilt,0,High End,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,33.0,2.5,9.4,15.5,25000.0,700.0,700.0,0.48,0.455,2.0,0.25,0.32000000000000006,0.8800000000000001,0.03333333333333344,0.5151515151515151
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Hoary,0,High End,9850.0,9850.0,0.314,0.092,0.0,0.0,0.0,0.0,No Data,38.0,1.7,8.0,12.0,23000.0,800.0,800.0,0.48,0.486,21.0,-0.15000000000000002,0.52,0.6000000000000001,-0.19999999999999996,0.39393939393939403
CP133203_1_round_0_2026.xlsx,0,2026,Traditional,0,Hue,1,Traditional,9850.0,9850.0,0.314,0.092,270.0,270.0,0.027411167512690356,0.027411167512690356,No,21.0,4.6,3.0,17.0,14000.0,900.0,900.0,0.54,0.517,4.0,1.2999999999999998,-0.16000000000000003,-0.4,0.1333333333333333,-0.1515151515151515
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Able,0,Traditional,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,28.0,3.1,5.5,14.5,17500.0,1000.0,1000.0,0.54,0.55,18.0,-0.5571428571428572,0.3999999999999999,2.235294117647059,-0.20765027322404372,0.2068965517241379
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Acre,1,Low End,11947.0,11947.0,0.39,0.11699999999999999,1493.0,1493.0,0.12496861136687035,0.12496861136687035,No,21.0,4.6,3.0,17.0,14000.0,900.0,900.0,0.4,0.517,12.0,-0.34285714285714286,0.050000000000000044,0.7647058823529411,-0.0710382513661203,-0.03448275862068961
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Adam,0,High End,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,38.0,1.7,8.0,12.0,23000.0,800.0,800.0,0.48,0.486,21.0,-0.7571428571428571,0.8999999999999999,3.7058823529411766,-0.34426229508196726,0.5862068965517242
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Aft,0,Performance,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.5,9.4,15.5,25000.0,700.0,700.0,0.37,0.455,20.0,-0.6428571428571428,0.6499999999999999,4.529411764705883,-0.15300546448087438,0.7241379310344827
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Agape,0,Size,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.6,4.0,11.0,19000.0,700.0,700.0,0.42,0.455,27.0,-0.6285714285714286,0.6499999999999999,1.3529411764705883,-0.3989071038251366,0.31034482758620685
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Baker,0,Traditional,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,28.0,3.1,5.5,14.5,17500.0,1000.0,1000.0,0.54,0.55,18.0,-0.5571428571428572,0.3999999999999999,2.235294117647059,-0.20765027322404372,0.2068965517241379
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Bead,1,Low End,11947.0,11947.0,0.39,0.11699999999999999,1493.0,1493.0,0.12496861136687035,0.12496861136687035,No,21.0,4.6,3.0,17.0,14000.0,900.0,900.0,0.4,0.517,12.0,-0.34285714285714286,0.050000000000000044,0.7647058823529411,-0.0710382513661203,-0.03448275862068961
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Bid,0,High End,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,38.0,1.7,8.0,12.0,23000.0,800.0,800.0,0.48,0.486,21.0,-0.7571428571428571,0.8999999999999999,3.7058823529411766,-0.34426229508196726,0.5862068965517242
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Bold,0,High End,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.5,9.4,15.5,25000.0,700.0,700.0,0.48,0.455,2.0,-0.6428571428571428,0.6499999999999999,4.529411764705883,-0.15300546448087438,0.7241379310344827
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Buddy,0,Size,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.6,4.0,11.0,19000.0,700.0,700.0,0.42,0.455,27.0,-0.6285714285714286,0.6499999999999999,1.3529411764705883,-0.3989071038251366,0.31034482758620685
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Cake,0,Traditional,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,28.0,3.1,5.5,14.5,17500.0,1000.0,1000.0,0.54,0.55,18.0,-0.5571428571428572,0.3999999999999999,2.235294117647059,-0.20765027322404372,0.2068965517241379
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Cedar,1,Low End,11947.0,11947.0,0.39,0.11699999999999999,1493.0,1493.0,0.12496861136687035,0.12496861136687035,No,21.0,4.6,3.0,17.0,14000.0,900.0,900.0,0.4,0.517,12.0,-0.34285714285714286,0.050000000000000044,0.7647058823529411,-0.0710382513661203,-0.03448275862068961
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Cid,0,High End,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,38.0,1.7,8.0,12.0,23000.0,800.0,800.0,0.48,0.486,21.0,-0.7571428571428571,0.8999999999999999,3.7058823529411766,-0.34426229508196726,0.5862068965517242
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Coat,0,High End,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.5,9.4,15.5,25000.0,700.0,700.0,0.48,0.455,2.0,-0.6428571428571428,0.6499999999999999,4.529411764705883,-0.15300546448087438,0.7241379310344827
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Cure,0,Size,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.6,4.0,11.0,19000.0,700.0,700.0,0.42,0.455,27.0,-0.6285714285714286,0.6499999999999999,1.3529411764705883,-0.3989071038251366,0.31034482758620685
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Daze,0,Traditional,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,28.0,3.1,5.5,14.5,17500.0,1000.0,1000.0,0.54,0.55,18.0,-0.5571428571428572,0.3999999999999999,2.235294117647059,-0.20765027322404372,0.2068965517241379
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Dell,1,Low End,11947.0,11947.0,0.39,0.11699999999999999,1493.0,1493.0,0.12496861136687035,0.12496861136687035,No,21.0,4.6,3.0,17.0,14000.0,900.0,900.0,0.4,0.517,12.0,-0.34285714285714286,0.050000000000000044,0.7647058823529411,-0.0710382513661203,-0.03448275862068961
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Dot,0,Performance,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.5,9.4,15.5,25000.0,700.0,700.0,0.37,0.455,20.0,-0.6428571428571428,0.6499999999999999,4.529411764705883,-0.15300546448087438,0.7241379310344827
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Duck,0,High End,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,38.0,1.7,8.0,12.0,23000.0,800.0,800.0,0.48,0.486,21.0,-0.7571428571428571,0.8999999999999999,3.7058823529411766,-0.34426229508196726,0.5862068965517242
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Dune,0,Size,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.6,4.0,11.0,19000.0,700.0,700.0,0.42,0.455,27.0,-0.6285714285714286,0.6499999999999999,1.3529411764705883,-0.3989071038251366,0.31034482758620685
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Eat,0,Traditional,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,28.0,3.1,5.5,14.5,17500.0,1000.0,1000.0,0.54,0.55,18.0,-0.5571428571428572,0.3999999999999999,2.235294117647059,-0.20765027322404372,0.2068965517241379
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Ebb,1,Low End,11947.0,11947.0,0.39,0.11699999999999999,1493.0,1493.0,0.12496861136687035,0.12496861136687035,No,21.0,4.6,3.0,17.0,14000.0,900.0,900.0,0.4,0.517,12.0,-0.34285714285714286,0.050000000000000044,0.7647058823529411,-0.0710382513661203,-0.03448275862068961
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Echo,0,High End,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,38.0,1.7,8.0,12.0,23000.0,800.0,800.0,0.48,0.486,21.0,-0.7571428571428571,0.8999999999999999,3.7058823529411766,-0.34426229508196726,0.5862068965517242
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Edge,0,High End,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.5,9.4,15.5,25000.0,700.0,700.0,0.48,0.455,2.0,-0.6428571428571428,0.6499999999999999,4.529411764705883,-0.15300546448087438,0.7241379310344827
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Egg,0,Size,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.6,4.0,11.0,19000.0,700.0,700.0,0.42,0.455,27.0,-0.6285714285714286,0.6499999999999999,1.3529411764705883,-0.3989071038251366,0.31034482758620685
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Fast,0,Traditional,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,28.0,3.1,5.5,14.5,17500.0,1000.0,1000.0,0.54,0.55,18.0,-0.5571428571428572,0.3999999999999999,2.235294117647059,-0.20765027322404372,0.2068965517241379
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Feat,1,Low End,11947.0,11947.0,0.39,0.11699999999999999,1493.0,1493.0,0.12496861136687035,0.12496861136687035,No,21.0,4.6,3.0,17.0,14000.0,900.0,900.0,0.4,0.517,12.0,-0.34285714285714286,0.050000000000000044,0.7647058823529411,-0.0710382513661203,-0.03448275862068961
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Fist,0,High End,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,38.0,1.7,8.0,12.0,23000.0,800.0,800.0,0.48,0.486,21.0,-0.7571428571428571,0.8999999999999999,3.7058823529411766,-0.34426229508196726,0.5862068965517242
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Foam,0,Performance,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.5,9.4,15.5,25000.0,700.0,700.0,0.37,0.455,20.0,-0.6428571428571428,0.6499999999999999,4.529411764705883,-0.15300546448087438,0.7241379310344827
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Fume,0,Size,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.6,4.0,11.0,19000.0,700.0,700.0,0.42,0.455,27.0,-0.6285714285714286,0.6499999999999999,1.3529411764705883,-0.3989071038251366,0.31034482758620685
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Gaffe,0,Traditional,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,28.0,3.1,5.5,14.5,17500.0,1000.0,1000.0,0.54,0.55,18.0,-0.5571428571428572,0.3999999999999999,2.235294117647059,-0.20765027322404372,0.2068965517241379
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Gaggle,0,High End,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,38.0,1.7,8.0,12.0,23000.0,800.0,800.0,0.48,0.486,21.0,-0.7571428571428571,0.8999999999999999,3.7058823529411766,-0.34426229508196726,0.5862068965517242
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Gerbil,1,Low End,11947.0,11947.0,0.39,0.11699999999999999,1493.0,1493.0,0.12496861136687035,0.12496861136687035,No,21.0,4.6,3.0,17.0,14000.0,900.0,900.0,0.4,0.517,12.0,-0.34285714285714286,0.050000000000000044,0.7647058823529411,-0.0710382513661203,-0.03448275862068961
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Goose,0,Performance,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.5,9.4,15.5,25000.0,700.0,700.0,0.37,0.455,20.0,-0.6428571428571428,0.6499999999999999,4.529411764705883,-0.15300546448087438,0.7241379310344827
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Graft,0,Size,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.6,4.0,11.0,19000.0,700.0,700.0,0.42,0.455,27.0,-0.6285714285714286,0.6499999999999999,1.3529411764705883,-0.3989071038251366,0.31034482758620685
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Hamper,0,Size,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.6,4.0,11.0,19000.0,700.0,700.0,0.42,0.455,27.0,-0.6285714285714286,0.6499999999999999,1.3529411764705883,-0.3989071038251366,0.31034482758620685
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Heft,0,Traditional,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,28.0,3.1,5.5,14.5,17500.0,1000.0,1000.0,0.54,0.55,18.0,-0.5571428571428572,0.3999999999999999,2.235294117647059,-0.20765027322404372,0.2068965517241379
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Hilt,0,High End,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,33.0,2.5,9.4,15.5,25000.0,700.0,700.0,0.48,0.455,2.0,-0.6428571428571428,0.6499999999999999,4.529411764705883,-0.15300546448087438,0.7241379310344827
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Hoary,0,High End,11947.0,11947.0,0.39,0.11699999999999999,0.0,0.0,0.0,0.0,No Data,38.0,1.7,8.0,12.0,23000.0,800.0,800.0,0.48,0.486,21.0,-0.7571428571428571,0.8999999999999999,3.7058823529411766,-0.34426229508196726,0.5862068965517242
CP133203_1_round_0_2026.xlsx,0,2026,Low End,1,Hue,1,Low End,11947.0,11947.0,0.39,0.11699999999999999,1493.0,1493.0,0.12496861136687035,0.12496861136687035,No,21.0,4.6,3.0,17.0,14000.0,900.0,900.0,0.4,0.517,12.0,-0.34285714285714286,0.050000000000000044,0.7647058823529411,-0.0710382513661203,-0.03448275862068961
